question_names	quiz	warning_msg	related_index
A more complicated example. Note the quetion mark at the end of the options! Which of the following are correct:	quiz_ch1.md	Colon detected in question on lines: 38 in question starting with:A more complicated e ... in quiz: quiz_ch1.md	38
